IZ,name,year,observed,expected,pm10,jsa,price
S02001194,IZ Eleven,2010,64,96.57676971,9.712990067,2.8,1.05
S02001195,IZ Twelve,2010,140,129.0541649,9.727774,7.3,1.04
S02001196,IZ Thirteen,2010,69,105.8561795,10.64397,6.4,1.05
S02001197,IZ Fourteen,2010,83,103.7559282,10.40502475,5.3,0.63
S02001198,IZ Fifteen,2010,82,110.3385741,9.7151462,4,0.7
S02001199,IZ Sixteen,2010,95,93.8940205,9.056269386,4.95,1.24998
S02001200,IZ Seventeen,2010,98,125.8925174,9.102016,3.3,0.815
S02001201,IZ Eighteen,2010,65,121.7672761,8.709704541,4.65,1.25
S02000260,Auchinairn,2011,90,107.8117626,12.98838,4.6,0.9875
S02000261,Woodhill East,2011,20,50.65173855,12.46795,1.775,1.4215
S02000262,Woodhill West,2011,58,106.4644656,12.46795,1.8,1.63
S02000263,Westerton East,2011,43,94.26178339,13.02562,1.2,2.2
S02000264,Bishopbriggs West and Cadder,2011,52,141.87639,12.85675,2.15,1.545
S02000265,Westerton West,2011,24,65.35675678,12.44253,2,1.62
S02000266,Kessington East,2011,33,69.51146155,11.81678,1.4,2.27
S02000267,Lenzie South,2011,32,79.72860856,11.80099,1.25,1.695
S02000268,Bishopbriggs North and Kenmure,2011,92,151.7749672,11.85418143,1.65,1.71
S02000269,Kessington West,2011,55,95.18273766,12.3419,1.1,2.9125
S02000270,Lenzie North,2011,71,136.5213252,12.45099125,2.8,1.4
S02000271,South Castlehill and Thorn,2011,42,101.2479922,11.8790775,1.9,3.15
S02000272,Kilmardinny West,2011,31,101.354265,12.0699,1,3.3
S02000273,Kilmardinny East,2011,26,76.8840148,11.86726,1.2,2.3
S02000274,Rosebank and Waterside,2011,30,72.29144557,11.63906182,3.1,2.325
S02000275,Kirkintilloch South,2011,28,70.08743107,12.57471,4.4,1.85
S02000276,North Castlehill and Thorn,2011,47,109.0112141,11.696105,1.1,1.75
S02000277,Hillhead,2011,103,82.84338831,12.09315,8.35,0.88
S02000278,Torrance and Balmore,2011,22,62.97813489,11.66233733,2.25,2.27498
S02000279,Keystone and Dougalston,2011,73,115.767975,11.21903846,2.3,1.5125
S02000280,Harestanes,2011,59,83.23950629,11.785655,5.3,0.95
S02000281,Kirkintilloch West,2011,79,98.85606892,11.79269,4.45,1.15
S02000282,Barloch,2011,43,89.83286102,10.69132,1.4,3.075
S02000283,Twechar and Harestanes East,2011,52,59.94739591,10.94180286,3.9,1.125
S02000284,East Clober and Mains Estate,2011,56,76.01619673,11.01093667,3.1,1.355
S02000285,West Clober and Mains Estate,2011,25,64.15755355,10.47059828,1.1,2.39
S02000286,Milton of Campsie,2011,52,95.06259308,10.37042629,2.9,1.79995
S02000287,Lennoxtown,2011,59,108.4147804,9.937880883,3.9,1.69
S02000310,Eaglesham and Waterfoot,2011,61,113.3642467,10.50100438,1.825,1.295
S02000311,Mearnskirk and South Kirkhill,2011,61,162.4027084,11.071015,1.3,2.25
S02000312,North Kirkhill,2011,25,71.29408039,11.41918667,1.5,1.75
S02000313,"Mearns Village, Westacres and Greenfarm",2011,85,121.6871983,12.133045,1.95,1.9
S02000314,West Neilston and Uplawmoor,2011,97,124.8580729,10.33547727,3.475,1.2
S02000316,Whitecraigs and Broom,2011,26,91.80457796,11.69019,0.7,4.05
S02000317,Clarkston and Sheddens,2011,64,133.628773,12.39713,1.15,2.06975
S02000318,Crookfur and Fruin,2011,81,144.0034214,11.518648,1.675,2.49997
S02000319,Williamwood,2011,32,67.0684465,12.192945,1.2,2.925
S02000320,Stamperland,2011,28,78.88626114,12.60092,1.7,1.5
S02000321,West Arthurlie and North Neilston,2011,88,132.9443919,11.10435,2.75,1
S02000322,Auchenback,2011,49,81.6852524,11.82222,7.35,0.92
S02000323,Lower Whitecraigs and South Giffnock,2011,46,92.4483948,12.98021,1,2.91
S02000324,South Thornliebank and Woodfarm,2011,64,89.97452287,12.935715,2.85,1.4975
S02000325,Netherlee,2011,61,124.024789,12.58579,1,2.495
S02000326,Merrylee and Braidbar,2011,63,131.5387203,13.03503,1.6,1.79
S02000327,North Giffnock and North Thornliebank,2011,75,101.8820678,12.86559,2.4,1.45
S02000328,"Dunterlie, East Arthurlie and Dovecothall",2011,110,133.2946767,11.927575,7.3,1
S02000329,Cross Stobbs,2011,50,78.1784338,11.48299,2.45,1.3875
S02000584,Carmunnock South,2011,84,80.26871335,11.84681833,6.65,2.215
S02000585,Glenwood South,2011,163,116.9850308,12.15281,9,0.66
S02000586,Darnley West,2011,74,87.88914811,11.71255,3.5,1.49995
S02000587,Darnley East,2011,81,89.00355024,13.15964,7.05,1.16
S02000588,Glenwood North,2011,140,76.02909322,12.66981,9.425,0.8125
S02000589,Castlemilk,2011,129,104.8321771,12.80631,7.5,0.755
S02000590,Darnley North,2011,57,65.87118839,12.918925,4.8,1.2
S02000591,Carmunnock North,2011,47,61.7889814,12.27762,2.3,1.45
S02000592,Carnwadric West,2011,122,91.80183109,12.23237,9.275,0.816
S02000593,Muirend and Old Cathcart,2011,86,112.8995098,13.60057,2.55,1.5
S02000594,Carnwadric East,2011,74,70.95011394,12.86436,5.6,0.7725
S02000595,Kingspark South,2011,52,76.63532366,13.07825,4.1,0.775
S02000596,Newlands,2011,92,116.2229898,13.26433,3.55,1.7525
S02000597,Nitshill,2011,154,113.6238476,12.70548333,8.625,0.7025
S02000598,Merrylee and Millbrae,2011,42,77.64949084,13.02471,2.35,1.57563
S02000599,Cathcart,2011,66,90.6388707,13.60057,4.7,0.93
S02000600,Kingspark North,2011,54,83.78928391,13.95496,3,0.9
S02000601,Crookston South,2011,105,82.69451379,12.49631,8.65,0.69
S02000602,Pollokshaws,2011,117,116.692566,12.4860675,5.75,0.9305
S02000603,Mount Florida,2011,48,78.64422206,13.83689,3.9,1.1
S02000604,Langside,2011,43,70.10672474,13.49018,3.4,1.17
S02000605,Shawlands East,2011,32,57.56155796,13.49018,4.35,1.125
S02000606,Crookston North,2011,77,72.22578016,13.88531,6.125,0.795
S02000607,Battlefield,2011,73,97.17811732,13.83689,3.8,1.19047
S02000608,Pollok South and West,2011,116,124.9210041,11.80041,3.25,1.47
S02000609,Shawlands West,2011,46,66.4343545,13.94831,3.475,1.131
S02000610,Toryglen and Oatlands,2011,167,132.3411561,14.59839,6.55,1.3
S02000611,Shettleston South,2011,79,89.98630422,13.67502,3.4,1
S02000612,Maxwell Park,2011,105,128.36224,12.645635,1.8,2.225
S02000613,Carmyle and Mount Vernon South,2011,85,69.13801188,13.8222,4.625,0.85
S02000614,Strathbungo,2011,75,99.73880979,13.94831,5.25,1.12
S02000615,Govanhill East and Aikenhead,2011,106,88.28457863,14.59839,6.2,0.665
S02000616,Govanhill West,2011,104,113.0107497,14.16993,6.45,0.75
S02000617,Pollok North and East,2011,130,88.44170464,12.908235,8.2,0.915
S02000618,Baillieston East,2011,113,106.1102861,13.897804,3.6,2.02498
S02000619,Dalmarnock,2011,87,79.89792128,14.27516,9.375,0.61
S02000620,Braidfauld,2011,111,117.9543344,13.40989333,9.3,0.95
S02000621,Mosspark,2011,127,130.5533988,13.71735,4.15,1.14
S02000622,Pollokshields East,2011,80,81.75534244,13.94066,4.35,1.24
S02000623,Mount Vernon North and Sandyhills,2011,73,90.23940734,13.15067,2.05,1.55375
S02000624,Pollokshields West,2011,69,91.59041717,13.85423,4.3,1.67475
S02000625,Cardonald South and East,2011,73,77.57173497,13.58898,7,0.83
S02000626,Baillieston West,2011,74,89.29977221,13.45139,4.55,0.89
S02000627,Cardonald West and Central,2011,116,128.2192576,13.19327,3.475,0.945
S02000628,Gorbals and Hutchesontown,2011,171,131.3451686,15.58088,6.65,1.1
S02000629,Parkhead East and Braidfauld North,2011,62,59.46710729,14.4245,8,0.65
S02000630,Tollcross,2011,75,70.34136662,13.52511,8.5,0.6
S02000631,Kingston West and Dumbreck,2011,84,83.58633836,16.109665,5.9,1.03
S02000632,Shettleston North,2011,121,101.3278079,13.71753,7.65,0.785
S02000633,Parkhead West and Barrowfield,2011,189,108.824606,14.37437,11.625,0.62
S02000634,Laurieston and Tradeston,2011,82,70.54082374,16.30375,7.9,1.25
S02000635,"Calton, Galllowgate and Bridgeton",2011,138,124.7765,15.32601,6.55,1.22
S02000636,Garrowhill West,2011,51,97.15329954,13.66243,3.15,1.2
S02000637,Cardonald North,2011,97,89.18402167,15.5226,6.6,0.825
S02000638,Craigton,2011,105,87.70247896,15.815035,6.6,0.7375
S02000639,Hillington,2011,72,71.55485133,14.03662,4.625,0.745
S02000640,Greenfield,2011,153,126.2672405,13.71753,5.75,0.7425
S02000641,Penilee,2011,148,127.5939957,13.15009,6.4,0.8
S02000642,Kinning Park and Festival Park,2011,66,72.05270639,17.03028,4.8,1.025
S02000643,Old Shettleston and Parkhead North,2011,98,77.74342437,13.73114,10.5,1.08995
S02000644,Ibrox East and Cessnock,2011,50,62.64322549,16.59513,7.4,0.65
S02000645,Garrowhill East and Swinton,2011,69,85.33448697,14.69729,1.9,1.38245
S02000646,Barlanark,2011,114,91.03806296,13.192455,7.3,0.7
S02000647,Gallowgate North and Bellgrove,2011,75,70.91115229,14.9785,5.4,1.2
S02000648,Carntyne West and Haghill,2011,134,99.15018961,14.59697,9.125,0.5275
S02000649,Ibrox,2011,50,50.08417815,14.45701,8.925,0.8
S02000650,Dennistoun,2011,47,74.08858743,17.61528,4.95,0.99973
S02000651,Anderston,2011,43,69.29036766,18.7671,4,1.68
S02000652,North Barlanark and Easterhouse South,2011,73,64.75469467,14.82209,12.3,0.45
S02000653,Easterhouse East,2011,87,61.66444317,14.05625,7.7,0.555
S02000654,"Cranhill, Lightburn and Queenslie South",2011,167,138.8594123,14.11792,8.525,0.7275
S02000655,City Centre West,2011,52,72.28629979,18.33481,5.225,1.32637
S02000656,Govan and Linthouse,2011,151,115.5009176,14.55654,11.85,0.93
S02000657,Carntyne,2011,98,97.35608617,14.052305,5.1,0.88
S02000658,City Centre East,2011,132,180.3045251,15.67662,3.4,1.265
S02000659,Dennistoun North and Alexandra Parade,2011,164,131.3803992,17.18156,4.65,0.99
S02000660,Drumoyne and Shieldhall,2011,187,129.4643141,15.674356,7.05,0.8
S02000661,Finnieston and Kelvinhaugh,2011,61,101.8433793,15.72886,3.125,1.49012
S02000662,Central Easterhouse,2011,74,55.86808323,14.23656,10.85,0.525
S02000663,Craigend and Ruchazie,2011,149,115.9631081,14.57192,10.05,0.55
S02000664,Hillhead,2011,80,104.4167289,14.95742,4.1,1.61
S02000665,Woodlands,2011,75,92.45952889,15.3253,3.55,1.85
S02000666,"Roystonhill, Blochairn, and Provanmill",2011,145,131.7755676,15.1666,7.95,0.8975
S02000667,Riddrie and Hogganfield,2011,172,127.9789365,14.72058333,6.35,0.74
S02000668,Glasgow Harbour and  Partick South,2011,54,59.3334016,15.287455,4.5,1.25
S02000669,Woodside,2011,78,77.50530973,17.70958,4.35,1.125
S02000670,Sighthill,2011,42,57.54776272,16.33297,6.6,1.05
S02000671,Partick,2011,66,74.90695528,15.18385,5.1,1.35
S02000672,Kelvingrove and University,2011,38,85.1038634,14.58954,3.15,2.3
S02000673,Whiteinch,2011,86,61.67896815,15.27725,7.8,0.82
S02000674,"Garthamlock, Auchinlea and Gartloch",2011,76,77.02578637,12.63081,6.275,1.35
S02000675,Firhill,2011,79,103.5773479,14.07658,5.85,1.24875
S02000676,Cowlairs and Port Dundas,2011,101,83.17594211,16.31701,8.3,0.9125
S02000677,Partickhill and Hyndland,2011,29,78.30856898,13.86034,1.7,2.1815
S02000678,Blackhill and Barmulloch East,2011,84,76.36703437,15.68521,8.45,0.8825
S02000679,Broomhill,2011,56,85.43309375,14.36014,2.55,1.76025
S02000680,Petershill,2011,78,85.2892988,14.44195,5.7,0.61
S02000681,Dowanhill,2011,35,79.4248828,14.26064,2.1,2.75
S02000682,Victoria Park,2011,43,61.8679555,14.36014,2.2,2.3
S02000683,North Kelvin,2011,34,62.54765473,14.35502,3,2.2
S02000684,Scotstoun South and West,2011,90,70.6072854,18.42622,7.7,0.88
S02000685,Keppochhill,2011,108,87.42746042,14.07658,9.575,0.675
S02000686,Scotstoun North and East,2011,71,97.47409716,15.01193,4.075,2.36525
S02000687,Barmulloch,2011,68,75.37237913,14.69086,8.2,0.705
S02000688,Ruchill,2011,99,122.045256,13.38674,5.15,1.345
S02000689,Kelvinside and Jordanhill,2011,91,137.5563213,13.71023,1.625,2.3
S02000690,Kelvindale,2011,62,127.8651128,13.38072,1.95,1.75
S02000691,Springburn,2011,165,112.1618749,12.99287,7.25,0.71
S02000692,Possil Park,2011,184,133.2098496,13.69496,8.8,0.87365
S02000693,Wyndford,2011,107,93.39908991,13.38072,13.1,0.68
S02000694,Springburn East and Cowlairs,2011,94,95.61618795,13.69703,7.8,0.62
S02000695,Robroyston and Millerston,2011,41,118.1394384,13.3684225,2.25,1.6
S02000696,Yoker South,2011,69,73.70804351,13.31278,7.05,0.9
S02000697,Balornock,2011,84,86.75522956,12.99632,7.3,0.71
S02000698,Knightswood Park East,2011,85,86.02012773,13.3582,8.2,1.385
S02000699,Knightswood East,2011,96,91.67740762,13.51651,7.8,1.09
S02000700,Maryhill West,2011,49,49.18978253,12.95135,9.7,0.88945
S02000701,Milton West,2011,103,87.63373973,12.83422,8.1,0.695
S02000702,Anniesland East,2011,50,87.73708947,13.102255,2.9,1.575
S02000703,Knightswood West,2011,72,62.22540698,12.90968,5.2,0.87
S02000704,Maryhill East,2011,91,71.4270839,12.34169,8.25,0.76225
S02000705,Anniesland West,2011,138,142.1227397,13.461505,3.9,1.14
S02000706,Knightswood Park West,2011,99,90.98675039,13.45202,6.35,0.92
S02000707,Yoker North,2011,108,85.57560913,12.90968,5.525,1.065
S02000708,Milton East,2011,83,77.50522303,12.8656,10.35,0.8
S02000709,Blairdardie East,2011,105,127.8448369,12.44253,5.95,1
S02000710,Summerston North,2011,80,90.93381423,12.41217,4.1,0.95
S02000711,Blairdardie West,2011,72,66.98665635,13.68893,2.85,1.1925
S02000712,Drumchapel South,2011,84,76.1349908,12.86195,10.3,0.5225
S02000713,Summerston Central and West,2011,83,75.73047972,12.11520333,5.55,1.9
S02000714,Drumry West,2011,94,67.7641495,12.29466,7.7,0.79
S02000715,Drumchapel North,2011,91,60.70767168,12.16286,11.9,0.86
S02000716,Drumry East,2011,96,58.68919213,12.29466,13.05,0.57
S02000771,Kilmacolm Central,2011,28,63.36007181,10.41842,1.525,1.82
S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",2011,52,88.38686933,9.646869459,2.4,1.3
S02000773,Inverkip and Wemyss Bay,2011,59,111.7572356,9.587817882,1.75,1.93
S02000774,Port Glasgow Upper East,2011,117,107.8753269,10.77463,6.3,0.705
S02000775,"Port Glasgow Mid, East and Central",2011,124,109.3230306,10.98851,7.9,0.285
S02000776,"Port Glasgow Upper, West and Central",2011,113,122.0609176,10.88168,4.6,0.94737
S02000777,"West Braeside, East Inverkip and West Gourock",2011,68,106.5876139,9.820015077,2.65,1.51
S02000778,Greenock East,2011,141,113.8343258,11.144795,6.55,1.07
S02000779,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",2011,63,101.4935574,10.900465,4.85,0.93
S02000780,Greenock Upper Central,2011,91,93.94687328,11.96558,8.8,0.6754
S02000781,Greenock Town Centre and East Central,2011,147,143.6837861,12.36856,7.275,0.6
S02000782,"Braeside, Branchton, Lower Larkfield and Ravenscraig",2011,81,99.61489357,10.665605,7.8,0.59
S02000783,"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",2011,95,102.9967853,10.33805,6.85,0.685
S02000784,Greenock West and Central,2011,105,139.2012788,12.51736,4.65,0.95
S02000785,"Gourock Central, Upper East and IRH",2011,74,102.8211573,10.26873,3.6,0.855
S02000786,Gourock Upper and West Central & Upper Larkfield,2011,92,108.7751659,10.08163,3.225,0.99
S02000787,"Gourock East, Greenock West and Lyle Road",2011,88,161.1906955,10.61232,1.7,1.65
S02000923,Stepps,2011,63,127.8662477,12.534227,2.6,1.65
S02000925,Chryston and Muirhead,2011,63,92.63665973,12.204065,3.6,1.05
S02000926,Moodiesburn West,2011,74,74.00904472,12.76649,6.5,0.84
S02000927,Moodiesburn East,2011,49,71.50265501,13.594625,2,1.1725
S02000983,Lochwinnoch,2011,49,64.71697749,9.960004,2.775,1.08684
S02000984,Renfrewshire Rural South & Howwood,2011,64,83.51581433,9.935343538,1.9,2.30285
S02000985,Paisley Glenburn West,2011,90,101.9498086,11.76568,6.4,0.8
S02000986,Paisley Glenburn East,2011,63,71.17861914,11.76568,6.025,1.05
S02000987,Paisley Foxbar,2011,136,116.1609949,11.3093,7.75,0.76842
S02000988,Johnstone South West,2011,109,111.7141176,11.64615,6.7,0.7211
S02000989,Paisley Dykebar,2011,52,78.27282048,11.7969225,1.7,1.37
S02000990,Paisley South West,2011,51,114.2000713,11.64786,2.15,1.33
S02000991,Paisley South East,2011,120,147.3891435,12.154345,6.4,0.69
S02000992,Johnstone South East,2011,78,102.3855542,11.71739,7.5,0.75
S02000993,Paisley South,2011,50,80.75275741,12.402515,1.9,1.475
S02000994,Johnstone North West,2011,89,75.78705237,11.69549,8.5,0.92998
S02000995,Paisley West,2011,106,123.1871759,11.54629,5.25,0.76
S02000996,Kilbarchan,2011,48,79.8287985,10.75493,2.85,0.8675
S02000997,Paisley East,2011,90,81.23510452,13.351535,7.3,0.85
S02000998,Johnstone North East,2011,93,77.65083349,12.37292,5.65,0.95998
S02000999,Elderslie and Phoenix,2011,87,125.2416018,12.38413333,3.35,1.25
S02001000,Paisley Central,2011,131,143.4390516,13.47421,6.45,0.744
S02001001,Paisley North West,2011,95,72.11001515,12.4977,12,0.84
S02001002,Paisley Ralston,2011,76,128.435228,12.70659,1.6,1.945
S02001003,Paisley Ferguslie,2011,129,67.50002091,12.588025,12.8,0.74975
S02001004,Paisley North East,2011,139,131.0330007,13.00805,5.6,1.125
S02001005,Linwood South,2011,89,97.91746321,11.93755,7.4,0.8
S02001006,Linwood North,2011,97,94.72220707,11.93755,4.2,0.8
S02001007,Paisley Gallowhill and Hillington,2011,151,126.4580499,15.46219333,7.55,0.695
S02001008,Bridge of Weir,2011,46,109.7984259,10.21531,2.4,1.55
S02001009,Houston South,2011,35,68.02588578,10.93153,1.3,2.12
S02001010,Paisley North,2011,88,84.61773704,13.78007,7.2,0.73685
S02001011,Renfrew South,2011,100,131.2840756,14.25012,3.1,0.85
S02001012,Houston North,2011,35,66.44561375,10.619565,1.85,1.995
S02001013,Renfrew East,2011,85,128.1786747,16.14488,2.05,1.08
S02001014,Renfrew West,2011,146,129.3276848,14.41114333,5.725,1.02623
S02001015,Renfrewshire Rural North and Langbank,2011,52,116.2552353,10.746282,1.6,2.305
S02001016,Renfrew North,2011,67,80.55726464,13.333965,5.8,1.2395
S02001017,Erskine East and Inchinnan,2011,74,119.4925078,12.156985,1.5,1.6825
S02001018,Erskine Central,2011,109,121.0627469,11.58486,2.275,0.97
S02001019,Erskine West,2011,93,126.777422,12.0198,2.95,1.06
S02001020,Bishopton,2011,39,109.1500984,11.76066,1.75,1.5
S02001146,Fernhill and Cathkin,2011,88,80.79568427,12.57811,7.35,1.1275
S02001148,Whitlawburn and Greenlees,2011,47,75.92780959,12.42111,7.1,1.86
S02001149,Vicarland and Cairns,2011,102,103.9894436,12.18415,5.85,0.825
S02001150,Burnside and Springhall,2011,85,116.5644685,12.54661,4.6,1.3
S02001152,Spittal,2011,68,70.93765364,13.08756,6.625,1.14998
S02001153,Cambuslang Central,2011,55,93.93919154,13.11291,2.95,1.81
S02001154,High Crosshill,2011,59,85.80115347,13.10769,1.7,1.40495
S02001156,"Halfway, Hallside and Drumsagard",2011,60,115.8647143,12.5139225,2.95,1.55
S02001157,Westburn and Newton,2011,86,88.61799292,12.32004,6.75,1.455
S02001158,Bankhead South,2011,43,77.89875634,13.08756,3.5,0.775
S02001159,"Burgh, Eastfield and Silverbank",2011,91,139.695464,13.10769,2.9,1.275
S02001160,Burnhill and Bankhead North,2011,78,83.84441563,13.52414,7,0.78
S02001161,Shawfield and Clincarthill,2011,83,90.10797004,14.05767667,6.4,0.79995
S02001162,Farme Cross and Gallowflat North,2011,88,85.94414319,13.61270667,5.7,0.81
S02001184,IZ One,2011,100,94.31914963,13.21405,8.7,0.84
S02001185,IZ Two,2011,114,113.9801177,12.590045,9.15,1.00998
S02001186,IZ Three,2011,137,128.1893303,13.03916,8.15,0.65
S02001187,IZ Four,2011,110,117.7305228,12.9302,5.45,0.95
S02001188,IZ Five,2011,128,132.0148672,12.140265,8.5,0.9
S02001189,IZ Six,2011,60,86.56430261,12.8702,3.8,1.05
S02001190,IZ Seven,2011,77,115.0523571,12.093715,3.15,1.165
S02001191,IZ Eight,2011,116,106.2618782,11.543225,8.25,0.7825
S02001192,IZ Nine,2011,89,148.5341536,11.938808,3.35,1.295
S02001193,IZ Ten,2011,69,106.8659669,10.25018541,3.3,1.25
S02001194,IZ Eleven,2011,66,97.30977805,10.64307247,2.9,1.2
S02001195,IZ Twelve,2011,143,131.0555137,10.92992667,8.55,0.85
S02001196,IZ Thirteen,2011,83,103.9446259,11.9887,7.15,1.06132
S02001197,IZ Fourteen,2011,85,105.1431201,11.4875325,6.05,0.63
S02001198,IZ Fifteen,2011,105,113.9384178,10.7557283,4.8,0.78
S02001199,IZ Sixteen,2011,115,94.6287073,10.00954059,5.3,1.12631
S02001200,IZ Seventeen,2011,116,126.1144889,10.114156,4.1,0.8421
S02001201,IZ Eighteen,2011,101,122.7093213,9.600679,4.825,1.4
